Aggregate,Microwave,Fridge
351.71000000000004,3.0,155.0
350.75,3.0,154.0
350.64,3.0,152.0
349.64,4.0,153.0
351.25,3.0,154.0
350.49,3.0,152.0
350.29999999999995,4.0,153.0
350.83,3.0,154.0
350.97,3.0,155.0
351.17,4.0,154.0
350.17,3.0,153.0
352.11,3.0,155.0
350.73,3.0,153.0
351.14,3.0,154.0
352.16,3.0,154.0
351.82000000000005,3.0,153.0
351.76,3.0,153.0
349.98,3.0,154.0
351.46000000000004,4.0,155.0
350.35,3.0,152.0
350.58,3.0,155.0
349.63,3.0,153.0
350.28,3.0,153.0
349.39,3.0,153.0
350.59000000000003,4.0,153.0
348.97,3.0,153.0
350.08000000000004,3.0,153.0
349.52,3.0,153.0
350.19000000000005,3.0,152.0
349.56,3.0,155.0
350.80999999999995,3.0,154.0
349.83000000000004,3.0,154.0
349.63,3.0,152.0
349.27,3.0,153.0
349.92,4.0,153.0
350.53,4.0,154.0
349.99,4.0,153.0
349.54,3.0,153.0
349.89,3.0,153.0
349.89,3.0,153.0
225.35,3.0,0.0
226.0,3.0,1.0
225.79,3.0,0.0
225.66,3.0,1.0
226.0,3.0,0.0
225.66,3.0,0.0
225.24,3.0,0.0
225.58,4.0,0.0
225.56,3.0,0.0
224.73,4.0,0.0
225.22,3.0,0.0
225.61,3.0,0.0
225.0,5.0,0.0
225.62,3.0,0.0
225.58,4.0,1.0
225.37,3.0,0.0
225.25,3.0,1.0
225.53000000000003,4.0,1.0
225.68,4.0,0.0
225.61,3.0,0.0
225.23,3.0,0.0
225.91,4.0,1.0
225.89,4.0,0.0
225.77,4.0,0.0
224.69,4.0,0.0
225.49,3.0,0.0
225.59,4.0,0.0
225.58,3.0,0.0
224.74,3.0,0.0
224.66,3.0,0.0
225.71,3.0,0.0
226.18,4.0,1.0
226.11,4.0,0.0
225.81,4.0,0.0
225.64,4.0,1.0
226.41000000000005,3.0,0.0
225.75,3.0,0.0
226.27,3.0,0.0
226.13,3.0,0.0
225.78,3.0,0.0
225.32,3.0,0.0
224.96,3.0,0.0
225.28000000000003,3.0,0.0
226.24,3.0,0.0
226.37,3.0,0.0
226.21,4.0,0.0
226.4,3.0,0.0
225.9,3.0,0.0
225.8,3.0,0.0
225.65,3.0,0.0
225.15,3.0,1.0
226.43,4.0,0.0
225.72,3.0,1.0
225.4,3.0,0.0
225.22,3.0,1.0
225.76,4.0,0.0
226.31,3.0,0.0
225.97,3.0,0.0
226.33,3.0,0.0
225.91,3.0,0.0
226.37,3.0,0.0
225.73,3.0,0.0
226.31,3.0,0.0
226.21,3.0,1.0
226.29,3.0,0.0
225.67,3.0,0.0
225.32,3.0,0.0
225.18,4.0,0.0
226.66,4.0,0.0
226.17,3.0,0.0
225.9,4.0,0.0
225.63,3.0,0.0
225.31,4.0,0.0
225.32,3.0,0.0
225.68,3.0,0.0
226.14,3.0,0.0
226.21,3.0,0.0
226.03,3.0,0.0
225.72,3.0,0.0
225.34,3.0,0.0
225.93,3.0,0.0
226.4,4.0,0.0
226.12,3.0,0.0
226.01,3.0,0.0
225.4,4.0,1.0
226.08,4.0,1.0
225.24,4.0,1.0
225.87,3.0,0.0
226.07,3.0,0.0
225.75,3.0,1.0
225.16,3.0,0.0
226.01,3.0,0.0
225.79,3.0,0.0
226.26,4.0,0.0
226.21,3.0,0.0
226.15,4.0,1.0
225.83,3.0,0.0
225.99,3.0,0.0
226.47000000000003,3.0,0.0
226.39,4.0,0.0
226.73,3.0,0.0
225.47000000000003,3.0,1.0
225.74,4.0,1.0
226.64,3.0,1.0
226.58,3.0,0.0
226.52,3.0,0.0
226.19,3.0,0.0
226.49,3.0,0.0
226.32,4.0,0.0
226.98,3.0,0.0
226.67,3.0,1.0
227.33,4.0,0.0
227.44,4.0,1.0
226.64,4.0,1.0
226.39,4.0,1.0
227.31,4.0,1.0
227.42,3.0,1.0
226.47,4.0,0.0
226.33,3.0,0.0
227.03,3.0,0.0
226.68,3.0,1.0
226.12,3.0,0.0
226.61,3.0,1.0
227.55,3.0,0.0
227.32,3.0,0.0
226.82,3.0,0.0
227.27,3.0,0.0
227.31,4.0,0.0
227.12,3.0,0.0
227.24,3.0,0.0
226.54,3.0,0.0
227.16,3.0,0.0
227.57,3.0,1.0
227.08,3.0,1.0
227.75,3.0,0.0
227.43,3.0,1.0
227.54,4.0,1.0
227.55,3.0,1.0
227.29,4.0,0.0
227.16,3.0,1.0
227.42,3.0,0.0
227.29,3.0,1.0
227.1,3.0,0.0
227.43,3.0,0.0
227.51,3.0,1.0
226.47,3.0,0.0
227.51,3.0,0.0
227.55,3.0,1.0
227.17,3.0,0.0
227.25,3.0,1.0
227.52,3.0,0.0
227.5,3.0,0.0
227.28000000000003,3.0,0.0
227.97,4.0,0.0
227.49,3.0,0.0
227.49,3.0,0.0
227.32,3.0,0.0
226.72,3.0,0.0
227.02,3.0,0.0
227.08,3.0,1.0
227.36,3.0,0.0
226.98,3.0,0.0
226.89,3.0,0.0
226.14,3.0,0.0
226.24,3.0,1.0
227.17,3.0,1.0
226.25,3.0,0.0
226.51,3.0,0.0
226.77,3.0,0.0
226.11,3.0,0.0
227.64,4.0,1.0
226.27,3.0,0.0
226.81,3.0,0.0
226.29,3.0,0.0
226.53,3.0,0.0
226.58,3.0,1.0
226.3,3.0,1.0
226.39,3.0,1.0
226.22,3.0,0.0
226.89,4.0,0.0
226.37,4.0,1.0
226.95,3.0,0.0
225.6,3.0,0.0
226.23,3.0,0.0
225.96,3.0,1.0
226.5,3.0,1.0
226.62,3.0,0.0
225.74,3.0,0.0
225.85,3.0,0.0
225.45,3.0,0.0
226.0,3.0,0.0
226.92,4.0,0.0
226.7,3.0,0.0
226.9,3.0,0.0
226.87,3.0,0.0
226.54,3.0,0.0
226.78,3.0,0.0
225.95,3.0,0.0
227.01,4.0,1.0
226.9,3.0,0.0
227.7,4.0,0.0
226.42,4.0,0.0
226.9,3.0,0.0
226.39,3.0,0.0
227.08,3.0,1.0
227.35,4.0,1.0
226.58,3.0,0.0
226.25,3.0,0.0
226.83,4.0,0.0
227.01,3.0,0.0
225.65,3.0,1.0
225.88,3.0,0.0
1784.85,2.0,0.0
503.18,4.0,0.0
503.56,4.0,0.0
502.02,4.0,0.0
499.73,4.0,0.0
500.2600000000001,4.0,0.0
500.64,4.0,0.0
501.45,3.0,0.0
499.72,4.0,0.0
501.15,4.0,0.0
500.42,3.0,0.0
499.51,4.0,1.0
500.17,4.0,0.0
499.88,4.0,0.0
498.4,4.0,0.0
499.3,4.0,0.0
499.36,4.0,0.0
499.6,4.0,0.0
498.32,4.0,0.0
497.6,4.0,0.0
498.53,3.0,0.0
498.35,4.0,1.0
498.62,4.0,0.0
497.64,4.0,0.0
2426.26,3.0,0.0
1101.9,4.0,0.0
1098.66,3.0,0.0
1093.47,4.0,1.0
1095.21,4.0,0.0
1095.64,4.0,0.0
1092.93,4.0,0.0
1089.29,4.0,0.0
1088.56,4.0,0.0
1090.17,4.0,0.0
1092.5,4.0,0.0
1091.4,4.0,1.0
1091.32,4.0,0.0
1091.16,3.0,1.0
1096.51,4.0,0.0
1095.15,4.0,1.0
1092.76,5.0,0.0
1094.0,4.0,0.0
1094.95,4.0,0.0
1096.01,4.0,0.0
1094.9399999999998,4.0,0.0
1091.16,4.0,0.0
1089.36,4.0,0.0
1090.02,3.0,0.0
1091.84,3.0,0.0
1091.26,3.0,0.0
1094.5,4.0,1.0
1093.93,4.0,0.0
1092.71,4.0,0.0
1091.85,3.0,0.0
1096.5400000000002,3.0,1.0
1095.89,4.0,0.0
1091.55,3.0,0.0
1091.91,4.0,0.0
1091.53,4.0,0.0
1093.62,4.0,0.0
1092.64,4.0,0.0
1092.79,4.0,0.0
1092.63,4.0,0.0
1091.32,4.0,0.0
1090.02,4.0,0.0
1091.6,4.0,0.0
1092.35,4.0,0.0
1091.3,4.0,0.0
1090.19,3.0,0.0
1092.75,4.0,0.0
1092.1799999999998,4.0,0.0
1089.62,4.0,0.0
1090.74,4.0,0.0
1090.62,4.0,0.0
1086.92,4.0,0.0
1087.09,3.0,0.0
1087.4599999999998,4.0,0.0
1089.31,4.0,0.0
1088.11,4.0,0.0
1087.8000000000002,4.0,0.0
1088.31,4.0,0.0
1045.79,4.0,0.0
1045.68,4.0,0.0
1041.61,3.0,0.0
1041.8,4.0,0.0
1084.54,3.0,0.0
1086.3100000000002,3.0,0.0
1149.68,3.0,0.0
1150.77,4.0,1.0
1149.22,4.0,0.0
1151.56,4.0,0.0
1218.42,4.0,0.0
1215.67,3.0,0.0
1216.4899999999998,4.0,0.0
1217.85,4.0,0.0
925.21,4.0,0.0
925.99,4.0,0.0
924.45,4.0,1.0
925.91,4.0,0.0
925.17,3.0,0.0
921.2,4.0,0.0
925.45,4.0,0.0
926.86,4.0,0.0
924.59,3.0,0.0
925.19,4.0,0.0
925.11,4.0,0.0
923.89,4.0,0.0
925.82,3.0,0.0
926.89,4.0,0.0
926.93,4.0,0.0
926.19,4.0,0.0
922.24,4.0,0.0
923.0,4.0,0.0
920.35,4.0,0.0
919.7,4.0,0.0
920.76,4.0,0.0
919.65,3.0,0.0
920.14,4.0,0.0
922.09,4.0,0.0
922.18,4.0,0.0
922.47,4.0,0.0
922.23,4.0,0.0
923.01,4.0,0.0
922.64,4.0,0.0
925.44,3.0,0.0
353.31,3.0,0.0
352.98,4.0,0.0
354.33000000000004,4.0,0.0
353.55,4.0,0.0
353.04,4.0,0.0
353.33,4.0,0.0
353.62,3.0,0.0
352.91,3.0,0.0
353.12,3.0,0.0
352.19,3.0,0.0
351.96,3.0,0.0
352.65,3.0,0.0
352.83000000000004,3.0,0.0
352.04999999999995,3.0,0.0
352.01,3.0,0.0
351.95000000000005,3.0,0.0
352.37,3.0,0.0
353.0,3.0,0.0
352.15,4.0,0.0
352.54,5.0,0.0
351.39,3.0,1.0
351.81,3.0,0.0
353.28,3.0,0.0
303.49,3.0,0.0
303.62,4.0,0.0
305.01,3.0,0.0
426.35,3.0,0.0
426.09,3.0,0.0
425.5,3.0,0.0
424.64,3.0,0.0
424.66,3.0,0.0
426.4,3.0,0.0
426.31,3.0,0.0
425.46,3.0,0.0
426.17,3.0,0.0
426.49,3.0,0.0
426.38,4.0,0.0
425.65,3.0,0.0
425.24,3.0,0.0
425.17,3.0,0.0
425.85,3.0,0.0
424.66,3.0,0.0
424.16,3.0,0.0
425.86,3.0,0.0
426.25,3.0,0.0
426.1,3.0,0.0
427.23,3.0,0.0
425.86,3.0,0.0
426.93,4.0,0.0
426.91,3.0,0.0
426.63,3.0,0.0
426.82,3.0,0.0
426.16,3.0,0.0
426.86,3.0,0.0
425.81000000000006,3.0,0.0
427.02,3.0,0.0
425.71,4.0,0.0
426.31,3.0,0.0
427.12,3.0,0.0
427.26,3.0,0.0
427.41,3.0,0.0
426.76,3.0,0.0
427.25,3.0,0.0
425.91,4.0,0.0
427.83,3.0,0.0
427.74,3.0,0.0
426.68,4.0,0.0
427.07,3.0,0.0
425.96,3.0,0.0
426.53,3.0,0.0
427.14,3.0,1.0
427.26,3.0,0.0
427.08,3.0,0.0
427.23,3.0,0.0
426.23,3.0,1.0
427.41,3.0,1.0
425.83,3.0,0.0
427.16,3.0,0.0
551.79,3.0,0.0
551.74,3.0,0.0
552.46,3.0,0.0
551.77,3.0,0.0
552.5,3.0,0.0
551.11,3.0,0.0
552.14,3.0,0.0
551.63,4.0,0.0
551.89,3.0,0.0
552.74,3.0,0.0
427.68,3.0,0.0
428.11,3.0,0.0
427.22,3.0,0.0
429.64,4.0,0.0
428.14,3.0,0.0
428.29,3.0,0.0
428.21,3.0,0.0
428.1,3.0,0.0
428.66,3.0,0.0
428.12,3.0,0.0
428.66,3.0,0.0
428.46,3.0,0.0
428.46,3.0,0.0
427.85,3.0,0.0
429.89,4.0,0.0
429.05,4.0,0.0
428.63,3.0,0.0
428.01,3.0,0.0
428.67,3.0,0.0
428.04,3.0,0.0
428.5,3.0,0.0
428.51,3.0,0.0
427.93,3.0,0.0
428.14,3.0,0.0
428.37,3.0,0.0
428.18,3.0,0.0
428.3,3.0,0.0
426.96,3.0,0.0
427.85,3.0,0.0
426.96,3.0,0.0
427.28,3.0,0.0
427.55,3.0,0.0
426.16,3.0,0.0
427.06000000000006,3.0,0.0
426.83,3.0,0.0
427.01,3.0,0.0
428.1,3.0,0.0
427.62,3.0,0.0
426.86,4.0,1.0
427.53,4.0,0.0
427.98,4.0,0.0
428.48,4.0,0.0
428.0,3.0,1.0
427.79,3.0,0.0
428.48,4.0,0.0
427.56,3.0,0.0
427.93,3.0,0.0
427.81,3.0,0.0
428.69,4.0,0.0
426.74,3.0,0.0
427.26,3.0,0.0
426.79,3.0,0.0
427.76,3.0,0.0
427.15,3.0,0.0
427.16,3.0,0.0
428.35,3.0,0.0
427.66,3.0,0.0
427.45,3.0,0.0
427.21,3.0,0.0
426.77,3.0,0.0
425.71,3.0,0.0
427.67,3.0,0.0
427.3200000000001,4.0,0.0
426.7000000000001,3.0,0.0
426.92,3.0,0.0
427.69,3.0,0.0
426.5,3.0,0.0
427.29,3.0,0.0
425.81,3.0,0.0
427.42,3.0,0.0
426.33,3.0,0.0
425.67,3.0,0.0
426.08,3.0,0.0
425.91,3.0,0.0
427.15,3.0,0.0
426.13,3.0,0.0
427.81,3.0,0.0
425.95,3.0,0.0
426.2,4.0,0.0
425.59,3.0,0.0
427.37,3.0,0.0
426.47,3.0,0.0
427.15,4.0,0.0
426.14,3.0,0.0
427.87,3.0,0.0
427.64,3.0,0.0
427.74,3.0,0.0
426.59,3.0,0.0
425.69,3.0,0.0
425.87,3.0,0.0
425.84,3.0,0.0
427.28,3.0,0.0
427.08,3.0,0.0
427.72,3.0,0.0
426.99,4.0,0.0
426.52,3.0,0.0
426.11,3.0,0.0
428.36,3.0,0.0
427.85,3.0,0.0
426.5,4.0,0.0
426.99,3.0,0.0
425.87,3.0,0.0
426.04,3.0,0.0
426.68,3.0,0.0
426.74,3.0,0.0
426.94,4.0,0.0
425.85,4.0,0.0
281.39,3.0,0.0
282.06,3.0,0.0
318.73,3.0,0.0
317.89,3.0,0.0
318.68,3.0,0.0
318.75,3.0,0.0
317.78,3.0,1.0
317.84000000000003,3.0,0.0
318.99,3.0,0.0
319.48,4.0,0.0
319.3,3.0,0.0
318.81,3.0,0.0
319.62,4.0,0.0
319.09000000000003,3.0,0.0
318.82,3.0,0.0
319.07000000000005,3.0,0.0
319.17,3.0,0.0
319.24,3.0,0.0
318.62,3.0,0.0
319.33000000000004,4.0,1.0
319.17,3.0,0.0
318.63,3.0,0.0
318.89,4.0,0.0
318.79999999999995,3.0,1.0
318.54999999999995,3.0,0.0
319.35,3.0,0.0
319.78,3.0,0.0
318.84,3.0,0.0
319.45000000000005,3.0,0.0
340.0,4.0,0.0
349.44,4.0,0.0
350.04,3.0,0.0
350.85,3.0,0.0
350.33000000000004,3.0,1.0
349.63,3.0,0.0
232.12,3.0,1.0
232.7,3.0,0.0
232.42,3.0,0.0
231.48,3.0,0.0
232.21,3.0,0.0
232.82,3.0,1.0
232.28,3.0,0.0
232.53,3.0,1.0
233.08,4.0,0.0
232.42,3.0,0.0
232.45,3.0,0.0
232.11,3.0,1.0
232.36,3.0,0.0
232.66,3.0,1.0
232.51,3.0,1.0
232.33,3.0,1.0
232.67,3.0,0.0
232.38,3.0,0.0
232.12,3.0,1.0
232.82,3.0,0.0
232.51,3.0,0.0
232.39,4.0,0.0
232.66,3.0,1.0
231.73,3.0,0.0
232.81,3.0,0.0
233.38,4.0,0.0
228.19,3.0,0.0
231.45,3.0,0.0
232.32,3.0,0.0
232.41,3.0,1.0
231.99,3.0,1.0
232.83,3.0,0.0
232.06,3.0,0.0
215.64,4.0,1.0
215.35,4.0,0.0
215.9,3.0,0.0
215.42,3.0,0.0
214.99,3.0,0.0
215.5,3.0,0.0
215.27,4.0,1.0
215.49,3.0,0.0
215.36,3.0,0.0
214.97,3.0,0.0
215.65,3.0,0.0
215.82,3.0,1.0
216.02,3.0,0.0
215.91,4.0,0.0
215.67,3.0,0.0
215.62,4.0,1.0
215.3,3.0,1.0
215.73,3.0,0.0
215.1,3.0,0.0
231.74,3.0,0.0
232.32,3.0,0.0
231.97,3.0,0.0
231.71,3.0,0.0
215.92,3.0,0.0
215.18,4.0,0.0
214.99,3.0,0.0
215.47,3.0,0.0
215.27,3.0,1.0
214.95,3.0,0.0
216.02,3.0,0.0
215.63,3.0,0.0
232.05,4.0,1.0
232.45,3.0,0.0
230.92,3.0,0.0
232.09,3.0,0.0
232.41,4.0,0.0
231.24,3.0,0.0
232.24,3.0,0.0
231.99,3.0,0.0
231.24,3.0,0.0
232.2,3.0,1.0
232.32,3.0,1.0
231.82,3.0,0.0
232.0,3.0,0.0
215.21,4.0,0.0
266.09000000000003,3.0,66.0
266.52,3.0,66.0
266.25,3.0,66.0
265.53000000000003,3.0,66.0
266.27,3.0,66.0
432.92,4.0,241.0
437.29,4.0,184.0
410.3,4.0,227.0
383.21,4.0,232.0
377.04,3.0,186.0
376.0,3.0,190.0
376.33,3.0,186.0
376.04,4.0,187.0
373.39,3.0,185.0
368.67,3.0,183.0
367.71,3.0,183.0
368.3,3.0,179.0
367.72,3.0,183.0
365.62,4.0,178.0
447.47,4.0,178.0
445.37,3.0,173.0
444.76,3.0,176.0
445.69,3.0,175.0
445.21,3.0,175.0
485.94,4.0,177.0
444.86,4.0,173.0
446.46,3.0,174.0
447.2,3.0,174.0
445.76,3.0,174.0
444.46,3.0,177.0
446.54,3.0,173.0
445.02,3.0,172.0
444.2000000000001,3.0,172.0
443.7000000000001,3.0,175.0
442.46,3.0,172.0
443.65,3.0,175.0
442.44,4.0,174.0
444.28,3.0,172.0
443.57,3.0,175.0
396.66,4.0,174.0
359.78,3.0,172.0
360.01,3.0,172.0
358.95,4.0,172.0
359.15,3.0,175.0
358.89,3.0,174.0
358.99,3.0,172.0
358.74,3.0,170.0
358.97,3.0,174.0
358.09000000000003,3.0,173.0
378.28,4.0,236.0
425.3,4.0,240.0
425.33,3.0,238.0
510.68000000000006,3.0,172.0
484.06,3.0,171.0
484.27,3.0,172.0
483.3200000000001,3.0,171.0
483.19000000000005,3.0,174.0
482.63,3.0,172.0
510.39,3.0,236.0
548.75,4.0,172.0
481.98,3.0,170.0
483.62,3.0,171.0
483.46,3.0,172.0
482.75,3.0,172.0
481.27,3.0,173.0
482.87,3.0,172.0
446.55,4.0,170.0
447.0,3.0,173.0
446.34,3.0,171.0
446.28,3.0,170.0
446.81,3.0,173.0
447.13,3.0,171.0
447.63,3.0,172.0
446.58,3.0,171.0
445.8,3.0,171.0
447.61,3.0,170.0
448.58,4.0,172.0
447.26,3.0,169.0
454.36,3.0,169.0
453.45,3.0,173.0
454.56,3.0,171.0
454.56,3.0,171.0
453.09,3.0,170.0
453.46,3.0,171.0
567.45,3.0,169.0
469.96,4.0,173.0
469.05,4.0,170.0
468.67,5.0,169.0
581.2,4.0,171.0
580.51,4.0,172.0
538.88,3.0,169.0
533.54,3.0,236.0
467.37,3.0,172.0
471.95,3.0,168.0
521.76,3.0,235.0
701.82,3.0,172.0
631.02,3.0,172.0
625.46,3.0,170.0
638.2299999999999,3.0,171.0
661.4499999999999,3.0,172.0
673.79,3.0,168.0
639.46,3.0,171.0
645.87,3.0,171.0
633.27,3.0,171.0
658.38,3.0,169.0
553.89,3.0,171.0
2330.86,1.0,170.0
2280.93,1.0,170.0
2259.41,1.0,168.0
2165.06,1.0,170.0
2159.92,1.0,167.0
2284.6,1.0,169.0
2249.33,1.0,171.0
2262.24,1.0,168.0
2283.82,1.0,167.0
2192.24,1.0,169.0
2312.66,1.0,170.0
2275.53,1.0,169.0
2274.56,1.0,169.0
2281.43,1.0,169.0
2295.05,1.0,167.0
2223.81,1.0,168.0
2306.06,1.0,170.0
2256.25,1.0,168.0
2269.91,1.0,169.0
2165.08,1.0,168.0
2287.03,1.0,167.0
2291.74,1.0,169.0
2309.33,1.0,169.0
2291.92,1.0,167.0
2290.87,1.0,168.0
2178.05,1.0,170.0
2293.21,1.0,168.0
2285.24,1.0,167.0
2298.6,1.0,169.0
2278.19,1.0,167.0
2175.21,1.0,167.0
2267.38,1.0,169.0
2289.26,1.0,167.0
2310.93,1.0,166.0
2171.7200000000003,1.0,166.0
2211.99,1.0,166.0
2287.05,2.0,168.0
2302.89,1.0,167.0
2271.69,1.0,166.0
2290.94,1.0,168.0
2174.68,1.0,168.0
2282.23,1.0,165.0
2293.36,1.0,167.0
2274.85,1.0,168.0
2287.16,1.0,165.0
2233.0,1.0,167.0
2168.01,1.0,168.0
2253.62,1.0,165.0
2263.39,1.0,167.0
2039.41,1.0,165.0
2033.5,1.0,165.0
2040.26,1.0,164.0
2182.28,1.0,166.0
2158.04,1.0,167.0
2145.03,1.0,166.0
2158.48,1.0,166.0
2141.34,1.0,167.0
2067.23,1.0,167.0
1702.6,3.0,164.0
551.6,3.0,167.0
541.11,3.0,164.0
527.0899999999999,3.0,164.0
420.55,4.0,166.0
420.68,3.0,166.0
419.36,4.0,166.0
408.13,3.0,166.0
591.15,3.0,166.0
543.84,3.0,164.0
587.97,3.0,166.0
573.37,3.0,164.0
593.46,3.0,166.0
416.05,3.0,164.0
588.67,3.0,163.0
507.69,3.0,166.0
471.17,4.0,164.0
530.85,3.0,165.0
476.95,4.0,165.0
327.86,3.0,163.0
456.42,3.0,164.0
509.37,3.0,166.0
475.6,3.0,166.0
343.6,3.0,162.0
558.73,4.0,164.0
466.63,3.0,163.0
502.11,4.0,164.0
328.5,4.0,164.0
327.97,3.0,164.0
327.3,3.0,163.0
325.37,3.0,164.0
458.91,3.0,165.0
523.31,4.0,163.0
503.0,3.0,165.0
503.24,3.0,163.0
508.42,4.0,162.0
343.86,3.0,165.0
516.48,4.0,164.0
517.26,3.0,163.0
496.05,3.0,162.0
324.78,3.0,164.0
437.96,3.0,164.0
494.11,3.0,162.0
491.35,3.0,161.0
325.98,4.0,163.0
326.54,3.0,163.0
325.32,3.0,163.0
324.05,3.0,162.0
465.38,4.0,162.0
524.6,3.0,162.0
481.09,4.0,163.0
476.13,3.0,163.0
439.39,4.0,162.0
541.3,3.0,163.0
582.66,3.0,226.0
545.29,3.0,228.0
400.2,3.0,227.0
495.3,3.0,227.0
580.67,3.0,162.0
490.08,3.0,161.0
535.28,4.0,162.0
462.8,3.0,162.0
344.14,3.0,162.0
573.0500000000001,4.0,163.0
489.32,4.0,162.0
491.2000000000001,3.0,161.0
512.11,3.0,160.0
519.72,3.0,227.0
395.42,3.0,228.0
519.19,3.0,162.0
526.46,3.0,163.0
511.76,3.0,163.0
335.51,4.0,162.0
582.71,3.0,162.0
500.25,3.0,161.0
340.26,3.0,160.0
324.07,3.0,162.0
400.56,4.0,161.0
437.79,3.0,163.0
648.76,4.0,161.0
558.22,3.0,164.0
423.47,3.0,163.0
405.23,3.0,160.0
403.3,3.0,163.0
556.44,3.0,162.0
401.01,3.0,162.0
442.43,3.0,160.0
503.83,3.0,161.0
533.52,3.0,163.0
408.95,3.0,161.0
405.71,3.0,160.0
609.25,3.0,163.0
406.53,3.0,160.0
405.55,3.0,162.0
395.42,3.0,162.0
394.73,3.0,159.0
396.26,3.0,163.0
392.61,3.0,160.0
390.34,3.0,162.0
564.62,3.0,161.0
512.0600000000001,3.0,160.0
389.73,3.0,161.0
464.18,3.0,160.0
528.23,3.0,162.0
487.98,3.0,162.0
457.65,3.0,161.0
442.33,3.0,160.0
440.24,3.0,159.0
448.64,3.0,161.0
435.64,3.0,159.0
638.87,3.0,161.0
756.45,3.0,159.0
388.87,3.0,161.0
415.51,3.0,159.0
388.67,3.0,160.0
452.6,3.0,161.0
436.27,3.0,160.0
384.94,3.0,160.0
444.09,3.0,158.0
453.47,3.0,160.0
449.11,3.0,159.0
439.09,3.0,160.0
429.32,3.0,160.0
418.21,3.0,159.0
432.79,3.0,160.0
416.2,3.0,158.0
1130.0,3.0,160.0
536.54,3.0,161.0
542.0799999999999,3.0,160.0
534.1,3.0,158.0
532.9499999999999,3.0,161.0
648.9300000000001,4.0,160.0
633.44,3.0,158.0
622.35,3.0,161.0
640.3299999999999,3.0,159.0
768.55,3.0,159.0
756.73,3.0,158.0
743.39,3.0,159.0
760.8800000000001,3.0,158.0
751.93,3.0,159.0
680.16,3.0,160.0
616.5699999999999,3.0,160.0
620.46,3.0,157.0
578.02,3.0,159.0
580.4200000000001,3.0,157.0
575.54,3.0,159.0
573.65,3.0,157.0
574.6,3.0,157.0
573.28,3.0,157.0
576.01,3.0,158.0
575.99,3.0,158.0
574.71,3.0,158.0
574.78,3.0,158.0
574.25,3.0,158.0
572.86,3.0,156.0
575.4,3.0,159.0
574.24,3.0,157.0
573.3199999999999,3.0,156.0
575.38,3.0,158.0
572.04,3.0,158.0
684.34,3.0,157.0
682.33,3.0,158.0
666.3299999999999,3.0,159.0
637.89,3.0,157.0
730.49,3.0,156.0
646.69,3.0,157.0
471.68,3.0,158.0
441.75,3.0,156.0
473.71,3.0,158.0
317.81,3.0,158.0
473.66,3.0,158.0
461.71,3.0,156.0
462.86,3.0,158.0
458.39,3.0,156.0
457.32,3.0,158.0
319.15000000000003,3.0,157.0
422.08,3.0,1.0
352.85,3.0,0.0
346.15,3.0,0.0
192.86,3.0,1.0
382.16,3.0,0.0
343.81,3.0,0.0
351.82,3.0,0.0
283.08,3.0,0.0
366.0,3.0,0.0
249.9,3.0,1.0
335.75,3.0,0.0
361.05,3.0,0.0
375.9,3.0,0.0
349.87,3.0,0.0
188.85,3.0,0.0
405.75,3.0,0.0
337.63,3.0,0.0
364.71,3.0,0.0
326.67,3.0,1.0
361.57,3.0,0.0
303.9,3.0,0.0
316.96,3.0,0.0
356.1,3.0,0.0
314.28,3.0,0.0
184.31,3.0,0.0
345.25,3.0,0.0
343.13,3.0,0.0
314.1,3.0,0.0
320.1,3.0,0.0
329.18,3.0,0.0
188.33,3.0,0.0
341.55,3.0,0.0
322.75,3.0,0.0
260.84000000000003,3.0,0.0
335.18,3.0,0.0
236.46,3.0,0.0
223.99,3.0,1.0
223.83,3.0,0.0
399.76,3.0,0.0
377.36,3.0,0.0
340.87,3.0,0.0
369.98,3.0,0.0
346.42,3.0,0.0
225.96,3.0,0.0
418.19,3.0,0.0
352.67,3.0,0.0
221.72,3.0,0.0
222.14,3.0,0.0
358.94,3.0,0.0
330.68,3.0,0.0
351.56,3.0,0.0
223.58,3.0,0.0
369.73,3.0,0.0
364.84,3.0,0.0
344.88,3.0,0.0
314.05,3.0,0.0
279.03,3.0,0.0
271.35,3.0,1.0
274.14,3.0,0.0
264.1,3.0,0.0
979.53,3.0,0.0
616.52,3.0,0.0
491.4,3.0,1.0
223.72,3.0,0.0
296.88,3.0,0.0
284.79,3.0,0.0
295.44,3.0,0.0
291.04,3.0,0.0
221.59,3.0,1.0
294.43,3.0,0.0
299.27,3.0,0.0
292.64,3.0,0.0
274.0,3.0,0.0
262.32,3.0,0.0
271.5,3.0,0.0
278.14,3.0,0.0
918.61,3.0,0.0
372.09,3.0,0.0
395.22,3.0,1.0
379.16,3.0,0.0
387.77,3.0,0.0
381.43,3.0,0.0
377.28,3.0,0.0
387.21,3.0,0.0
383.48,3.0,0.0
395.04,3.0,0.0
388.79,3.0,0.0
391.46,3.0,0.0
388.08,3.0,0.0
386.62,3.0,0.0
222.27,3.0,0.0
219.59,3.0,1.0
224.98,3.0,0.0
179.98000000000002,3.0,0.0
178.8,3.0,1.0
178.79000000000002,3.0,0.0
178.31,3.0,0.0
178.53,3.0,0.0
178.69,3.0,0.0
178.49,3.0,0.0
178.82,3.0,0.0
178.74,3.0,0.0
178.57,3.0,0.0
178.54,3.0,0.0
178.92000000000002,3.0,0.0
178.82,3.0,0.0
